2025-04-10T14:29:00+02:00
Running ./hyriseBenchmarkPlayground
Run on (224 X 3800 MHz CPU s)
CPU Caches:
  L1 Data 32 KiB (x112)
  L1 Instruction 32 KiB (x112)
  L2 Unified 1024 KiB (x112)
  L3 Unified 39424 KiB (x4)
Load Average: 0.62, 0.44, 0.25
***WARNING*** CPU scaling is enabled, the benchmark real time measurements may be noisy and will incur extra overhead.
name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,"Comparisons","Matches"
"BM_JoinLinBin8/10485760/10485760/1/iterations:5",5,100.23,100.232,ms,,,,,,2.09715e+07,1.04858e+07
"BM_JoinLinBin8/10485760/10485760/8/iterations:5",5,23.507,23.5055,ms,,,,,,2.09715e+07,8.38861e+07
"BM_JoinLinBin8/10485760/10485760/16/iterations:5",5,72.3039,72.3053,ms,,,,,,3.93216e+07,1.67772e+08
"BM_JoinLinBin8/10485760/10485760/32/iterations:5",5,86.4111,86.4127,ms,,,,,,1.95625e+07,3.35544e+08
"BM_JoinLinBin8/10485760/10485760/64/iterations:5",5,54.216,54.2145,ms,,,,,,9.8386e+06,6.71089e+08
"BM_JoinLinBin8/10485760/10485760/128/iterations:5",5,31.897,31.8975,ms,,,,,,4.90702e+06,1.34218e+09
"BM_JoinLinBin8/10485760/10485760/256/iterations:5",5,15.9855,15.9857,ms,,,,,,2.45146e+06,2.68435e+09
"BM_JoinLinBin8/10485760/10485760/512/iterations:5",5,8.30609,8.30609,ms,,,,,,1.22471e+06,5.36871e+09
"BM_JoinLinBin8/10485760/10485760/1024/iterations:5",5,4.48764,4.4876,ms,,,,,,613084,1.07374e+10
"BM_JoinLinBin8/10485760/10485760/2048/iterations:5",5,2.64756,2.64749,ms,,,,,,306420,2.14748e+10
"BM_JoinLinBin64/10485760/10485760/1/iterations:5",5,100.164,100.164,ms,,,,,,2.09715e+07,1.04858e+07
"BM_JoinLinBin64/10485760/10485760/8/iterations:5",5,23.958,23.9584,ms,,,,,,2.09715e+07,8.38861e+07
"BM_JoinLinBin64/10485760/10485760/16/iterations:5",5,19.0804,19.0806,ms,,,,,,2.09715e+07,1.67772e+08
"BM_JoinLinBin64/10485760/10485760/32/iterations:5",5,16.6685,16.6688,ms,,,,,,2.09715e+07,3.35544e+08
"BM_JoinLinBin64/10485760/10485760/64/iterations:5",5,15.5483,15.5486,ms,,,,,,2.09715e+07,6.71089e+08
"BM_JoinLinBin64/10485760/10485760/128/iterations:5",5,44.996,44.9967,ms,,,,,,1.408e+07,1.34218e+09
"BM_JoinLinBin64/10485760/10485760/256/iterations:5",5,27.3901,27.3906,ms,,,,,,7.03922e+06,2.68435e+09
"BM_JoinLinBin64/10485760/10485760/512/iterations:5",5,13.5316,13.5318,ms,,,,,,3.52001e+06,5.36871e+09
"BM_JoinLinBin64/10485760/10485760/1024/iterations:5",5,6.338,6.33807,ms,,,,,,1.75991e+06,1.07374e+10
"BM_JoinLinBin64/10485760/10485760/2048/iterations:5",5,2.96707,2.96695,ms,,,,,,879990,2.14748e+10
"BM_JoinLinBin128/10485760/10485760/1/iterations:5",5,89.8788,89.8646,ms,,,,,,2.09715e+07,1.04858e+07
"BM_JoinLinBin128/10485760/10485760/8/iterations:5",5,23.9024,23.9028,ms,,,,,,2.09715e+07,8.38861e+07
"BM_JoinLinBin128/10485760/10485760/16/iterations:5",5,19.2565,19.2567,ms,,,,,,2.09715e+07,1.67772e+08
"BM_JoinLinBin128/10485760/10485760/32/iterations:5",5,17.2389,17.2392,ms,,,,,,2.09715e+07,3.35544e+08
"BM_JoinLinBin128/10485760/10485760/64/iterations:5",5,16.4423,16.4426,ms,,,,,,2.09715e+07,6.71089e+08
