num_partitions,time_histogram,time_init,time_partition
32,117,33,243
64,104,33,234
128,89,33,237
256,76,33,257
512,67,33,279
1024,60,33,299
2048,59,33,323
4096,84,33,372
8192,136,33,441
16384,188,33,727
