2025-04-11T12:26:12+02:00
Running ./hyriseBenchmarkPlayground
Run on (224 X 3800 MHz CPU s)
CPU Caches:
  L1 Data 32 KiB (x112)
  L1 Instruction 32 KiB (x112)
  L2 Unified 1024 KiB (x112)
  L3 Unified 39424 KiB (x4)
Load Average: 0.46, 0.29, 0.19
***WARNING*** CPU scaling is enabled, the benchmark real time measurements may be noisy and will incur extra overhead.
name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,"Comparisons","Matches","branch-instructions","branch-misses","cache-misses","cycles","instructions"
"BM_JoinBin/52428800/52428800/2/iterations:5",5,1492.92,1492.8,ms,,,,,,0,5.24288e+07,2.93287e+09,2175.6,5.02367e+07,5.63135e+09,1.4312e+10
"BM_JoinBin/52428800/52428800/4/iterations:5",5,783.015,783.029,ms,,,,,,0,5.24288e+07,1.4701e+09,1815,3.94641e+07,2.95352e+09,7.17488e+09
"BM_JoinBin/52428800/52428800/8/iterations:5",5,437.381,437.37,ms,,,,,,0,5.24288e+07,7.38984e+08,1554.2,3.29722e+07,1.64916e+09,3.6071e+09
"BM_JoinBin/52428800/52428800/16/iterations:5",5,302.747,302.718,ms,,,,,,0,5.24288e+07,3.7041e+08,1875.8,3.43457e+07,1.14151e+09,1.8084e+09
"BM_JoinBin/52428800/52428800/32/iterations:5",5,303.9,303.886,ms,,,,,,0,5.24288e+07,1.8586e+08,7259.8,2.65534e+07,1.14568e+09,9.07609e+08
"BM_JoinBin/52428800/52428800/64/iterations:5",5,197.353,197.356,ms,,,,,,0,5.24288e+07,9.33481e+07,10692,1.0338e+07,7.44349e+08,4.55869e+08
"BM_JoinBin/52428800/52428800/128/iterations:5",5,109.669,109.671,ms,,,,,,0,5.24288e+07,4.69302e+07,7392,6.93256e+06,4.1335e+08,2.29199e+08
"BM_JoinBin/52428800/52428800/256/iterations:5",5,59.2427,59.2428,ms,,,,,,0,5.24288e+07,2.35455e+07,12874,4.23448e+06,2.23478e+08,1.15011e+08
"BM_JoinBin/52428800/52428800/512/iterations:5",5,28.0417,28.0383,ms,,,,,,0,5.24288e+07,1.18256e+07,20798,1.69977e+06,1.05729e+08,5.77705e+07
"BM_JoinBin/52428800/52428800/1024/iterations:5",5,12.642,12.6421,ms,,,,,,0,5.24288e+07,5.93862e+06,33181.6,666019,4.75926e+07,2.90137e+07
"BM_JoinBin/52428800/52428800/2048/iterations:5",5,6.29861,6.29845,ms,,,,,,0,5.24288e+07,2.98247e+06,45295.2,294321,2.37713e+07,1.45727e+07
"BM_JoinExp/1048576/1048576/1/iterations:5",5,5.56236,5.56237,ms,,,,,,0,1.04858e+06,1.04858e+07,12,5708,2.10153e+07,8.07405e+07
"BM_JoinExp/1048576/1048576/2/iterations:5",5,4.75043,4.7505,ms,,,,,,0,1.04858e+06,8.91292e+06,7,37.2,1.79507e+07,6.3439e+07
"BM_JoinExp/1048576/1048576/4/iterations:5",5,3.06012,3.06013,ms,,,,,,0,1.04858e+06,7.0779e+06,11.4,8.8,1.1563e+07,4.40403e+07
"BM_JoinExp/1048576/1048576/8/iterations:5",5,1.70058,1.70064,ms,,,,,,0,1.04858e+06,4.19432e+06,13,14.2,6.42371e+06,2.50348e+07
"BM_JoinExp/1048576/1048576/16/iterations:5",5,1.00726,1.00726,ms,,,,,,0,1.04858e+06,2.55592e+06,10.4,4.8,3.80084e+06,1.46146e+07
"BM_JoinExp/1048576/1048576/32/iterations:5",5,0.607842,0.607859,ms,,,,,,0,1.04858e+06,1.50734e+06,12.6,2.4,2.29148e+06,8.35593e+06
"BM_JoinExp/1048576/1048576/64/iterations:5",5,0.381592,0.38154,ms,,,,,,0,1.04858e+06,868368,12.8,15.4,1.42526e+06,4.7023e+06
"BM_JoinExp/1048576/1048576/128/iterations:5",5,0.305022,0.305028,ms,,,,,,0,1.04858e+06,491536,15.8,21.8,1.14678e+06,2.61334e+06
"BM_JoinExp/1048576/1048576/256/iterations:5",5,0.202554,0.20255,ms,,,,,,0,1.04858e+06,274448,12.2,24.6,761313,1.43778e+06
"BM_JoinExp/1048576/1048576/512/iterations:5",5,0.118403,0.118336,ms,,,,,,0,1.04858e+06,151568,12.6,23.8,443026,784472
"BM_JoinExp/1048576/1048576/1024/iterations:5",5,0.0541642,0.0540964,ms,,,,,,0,1.04858e+06,82959.4,11.8,11,202151,425048
"BM_JoinExp/1048576/1048576/2048/iterations:5",5,0.0310153,0.0309844,ms,,,,,,0,1.04858e+06,45071.4,10,2.2,115111,228952
"BM_JoinExp/10485760/10485760/1/iterations:5",5,56.9148,56.9099,ms,,,,,,0,1.04858e+07,1.04858e+08,10,2.40572e+06,2.14842e+08,8.07404e+08
"BM_JoinExp/10485760/10485760/2/iterations:5",5,47.7525,47.7534,ms,,,,,,0,1.04858e+07,8.9129e+07,13,1.85261e+06,1.80323e+08,6.34389e+08
"BM_JoinExp/10485760/10485760/4/iterations:5",5,31.501,31.5015,ms,,,,,,0,1.04858e+07,7.07789e+07,22.8,1.52125e+06,1.18844e+08,4.40402e+08
"BM_JoinExp/10485760/10485760/8/iterations:5",5,17.7368,17.737,ms,,,,,,0,1.04858e+07,4.19431e+07,20,1.34517e+06,6.69798e+07,2.50348e+08
"BM_JoinExp/10485760/10485760/16/iterations:5",5,11.4581,11.4581,ms,,,,,,0,1.04858e+07,2.55591e+07,22.6,1.25514e+06,4.32459e+07,1.46145e+08
"BM_JoinExp/10485760/10485760/32/iterations:5",5,8.01157,8.01145,ms,,,,,,0,1.04858e+07,1.50733e+07,23.4,1.20829e+06,3.02264e+07,8.35585e+07
"BM_JoinExp/10485760/10485760/64/iterations:5",5,6.91091,6.9109,ms,,,,,,0,1.04858e+07,8.68354e+06,24.4,1.17848e+06,2.59717e+07,4.70222e+07
"BM_JoinExp/10485760/10485760/128/iterations:5",5,6.95781,6.95774,ms,,,,,,0,1.04858e+07,4.91522e+06,25.2,1.08574e+06,2.62491e+07,2.61326e+07
"BM_JoinExp/10485760/10485760/256/iterations:5",5,5.32061,5.32051,ms,,,,,,0,1.04858e+07,2.74434e+06,31.8,783957,1.96101e+07,1.43771e+07
"BM_JoinExp/10485760/10485760/512/iterations:5",5,2.81075,2.81036,ms,,,,,,0,1.04858e+07,1.51554e+06,18.4,371795,1.06148e+07,7.84393e+06
"BM_JoinExp/10485760/10485760/1024/iterations:5",5,1.35612,1.35585,ms,,,,,,0,1.04858e+07,829457,16,115185,5.11812e+06,4.24969e+06
"BM_JoinExp/10485760/10485760/2048/iterations:5",5,0.730433,0.730145,ms,,,,,,0,1.04858e+07,450576,13.4,44399.2,2.73005e+06,2.28873e+06
"BM_JoinExp/52428800/52428800/1/iterations:5",5,281.773,281.778,ms,,,,,,0,5.24288e+07,5.24288e+08,20.6,1.30615e+07,1.0642e+09,4.03702e+09
"BM_JoinExp/52428800/52428800/2/iterations:5",5,238.413,238.406,ms,,,,,,0,5.24288e+07,4.45645e+08,18.8,9.70957e+06,9.00202e+08,3.17194e+09
"BM_JoinExp/52428800/52428800/4/iterations:5",5,157.703,157.706,ms,,,,,,0,5.24288e+07,3.53895e+08,54.2,8.03105e+06,5.95576e+08,2.20201e+09
"BM_JoinExp/52428800/52428800/8/iterations:5",5,88.7398,88.7414,ms,,,,,,0,5.24288e+07,2.09715e+08,62.8,7.18321e+06,3.35105e+08,1.25174e+09
"BM_JoinExp/52428800/52428800/16/iterations:5",5,57.4712,57.4722,ms,,,,,,0,5.24288e+07,1.27795e+08,62.2,6.75169e+06,2.16811e+08,7.30727e+08
"BM_JoinExp/52428800/52428800/32/iterations:5",5,39.2368,39.2375,ms,,,,,,0,5.24288e+07,7.53665e+07,50.4,6.5343e+06,1.48031e+08,4.17792e+08
"BM_JoinExp/52428800/52428800/64/iterations:5",5,38.5214,38.5221,ms,,,,,,0,5.24288e+07,4.34177e+07,58,6.3992e+06,1.45378e+08,2.35111e+08
"BM_JoinExp/52428800/52428800/128/iterations:5",5,36.0923,36.0927,ms,,,,,,0,5.24288e+07,2.45761e+07,60.8,5.76765e+06,1.36021e+08,1.30663e+08
"BM_JoinExp/52428800/52428800/256/iterations:5",5,24.298,24.2983,ms,,,,,,0,5.24288e+07,1.37216e+07,36.8,4.43528e+06,9.17623e+07,7.18849e+07
"BM_JoinExp/52428800/52428800/512/iterations:5",5,14.5076,14.5078,ms,,,,,,0,5.24288e+07,7.57763e+06,36.6,2.19102e+06,5.47973e+07,3.92193e+07
"BM_JoinExp/52428800/52428800/1024/iterations:5",5,8.99824,8.99823,ms,,,,,,0,5.24288e+07,4.14722e+06,27.2,956203,3.40117e+07,2.12481e+07
"BM_JoinExp/52428800/52428800/2048/iterations:5",5,5.08525,5.08522,ms,,,,,,0,5.24288e+07,2.25282e+06,24.8,486032,1.91629e+07,1.14433e+07
