2025-04-11T12:32:32+02:00
Running ./hyriseBenchmarkPlayground
Run on (224 X 3800 MHz CPU s)
CPU Caches:
  L1 Data 32 KiB (x112)
  L1 Instruction 32 KiB (x112)
  L2 Unified 1024 KiB (x112)
  L3 Unified 39424 KiB (x4)
Load Average: 0.53, 0.38, 0.28
***WARNING*** CPU scaling is enabled, the benchmark real time measurements may be noisy and will incur extra overhead.
name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,"Comparisons","Matches","branch-instructions","branch-misses","cache-misses","cycles","instructions"
"BM_JoinLinBin8/52428800/52428800/128/iterations:5",5,182.351,182.336,ms,,,,,,0,6.71089e+09,6.09856e+07,16804.6,1.32271e+07,6.87502e+08,2.92457e+08
"BM_JoinLinBin8/52428800/52428800/256/iterations:5",5,101.817,101.819,ms,,,,,,0,1.34218e+10,3.06987e+07,27555,8.22812e+06,3.83795e+08,1.47155e+08
"BM_JoinLinBin8/52428800/52428800/512/iterations:5",5,52.5576,52.5337,ms,,,,,,0,2.68435e+10,1.54438e+07,44651.4,4.00081e+06,1.98016e+08,7.40025e+07
"BM_JoinLinBin8/52428800/52428800/1024/iterations:5",5,25.8071,25.8075,ms,,,,,,0,5.36871e+10,7.78042e+06,71663.4,1.89648e+06,9.73805e+07,3.72646e+07
"BM_JoinLinBin8/52428800/52428800/2048/iterations:5",5,14.073,14.0732,ms,,,,,,0,1.07374e+11,3.91664e+06,103554,1.01763e+06,5.31103e+07,1.87513e+07
"BM_JoinLinBin64/1048576/1048576/1/iterations:5",5,8.33507,8.33512,ms,,,,,,0,1.04858e+06,1.67772e+07,16.6,2689.4,3.14698e+07,1.24781e+08
"BM_JoinLinBin64/1048576/1048576/2/iterations:5",5,5.42483,5.4249,ms,,,,,,0,2.09715e+06,9.43721e+06,14.6,245,2.04558e+07,6.76332e+07
"BM_JoinLinBin64/1048576/1048576/4/iterations:5",5,3.26205,3.26207,ms,,,,,,0,4.19431e+06,5.76719e+06,11.4,251.4,1.23269e+07,3.90595e+07
"BM_JoinLinBin64/1048576/1048576/8/iterations:5",5,2.25863,2.25865,ms,,,,,,0,8.38861e+06,4.19433e+06,16.8,215.4,8.52827e+06,2.58213e+07
"BM_JoinLinBin64/1048576/1048576/16/iterations:5",5,1.7478,1.7478,ms,,,,,,0,1.67772e+07,3.40789e+06,14.4,219.2,6.59713e+06,1.92021e+07
"BM_JoinLinBin64/1048576/1048576/32/iterations:5",5,1.52624,1.52623,ms,,,,,,0,3.35544e+07,3.01468e+06,17.6,203.8,5.68033e+06,1.58926e+07
"BM_JoinLinBin64/1048576/1048576/64/iterations:5",5,1.42058,1.42062,ms,,,,,,0,6.71089e+07,2.81807e+06,28,200,5.21012e+06,1.42378e+07
"BM_JoinLinBin64/1048576/1048576/128/iterations:5",5,1.3579,1.35795,ms,,,,,,0,1.34218e+08,2.17191e+06,4485.4,216,5.12159e+06,1.04699e+07
"BM_JoinLinBin64/1048576/1048576/256/iterations:5",5,0.818031,0.818026,ms,,,,,,0,2.68435e+08,1.09351e+06,10404.6,144.2,3.08593e+06,5.26895e+06
"BM_JoinLinBin64/1048576/1048576/512/iterations:5",5,0.528165,0.528137,ms,,,,,,0,5.36871e+08,549235,15455.8,60.4,1.99309e+06,2.64565e+06
"BM_JoinLinBin64/1048576/1048576/1024/iterations:5",5,0.325651,0.325631,ms,,,,,,0,1.07374e+09,275567,12416.6,28.8,1.22524e+06,1.3271e+06
"BM_JoinLinBin64/1048576/1048576/2048/iterations:5",5,0.184357,0.184321,ms,,,,,,0,2.14748e+09,138359,7150,40.4,691966,666147
"BM_JoinLinBin64/10485760/10485760/1/iterations:5",5,83.564,83.5656,ms,,,,,,0,1.04858e+07,1.67772e+08,17.2,2.41039e+06,3.15346e+08,1.24781e+09
"BM_JoinLinBin64/10485760/10485760/2/iterations:5",5,54.4045,54.393,ms,,,,,,0,2.09715e+07,9.43719e+07,13.6,2.31643e+06,2.0543e+08,6.76332e+08
"BM_JoinLinBin64/10485760/10485760/4/iterations:5",5,33.2759,33.2765,ms,,,,,,0,4.1943e+07,5.76717e+07,23.2,2.27728e+06,1.25628e+08,3.90595e+08
"BM_JoinLinBin64/10485760/10485760/8/iterations:5",5,23.7056,23.706,ms,,,,,,0,8.38861e+07,4.19431e+07,27.4,2.25008e+06,8.94855e+07,2.58212e+08
"BM_JoinLinBin64/10485760/10485760/16/iterations:5",5,18.7115,18.7117,ms,,,,,,0,1.67772e+08,3.40788e+07,27.8,2.23173e+06,7.06044e+07,1.92021e+08
"BM_JoinLinBin64/10485760/10485760/32/iterations:5",5,16.5498,16.5501,ms,,,,,,0,3.35544e+08,3.01466e+07,37.4,2.21162e+06,6.24361e+07,1.58925e+08
"BM_JoinLinBin64/10485760/10485760/64/iterations:5",5,15.7909,15.7912,ms,,,,,,0,6.71089e+08,2.81805e+07,51.2,2.20007e+06,5.95488e+07,1.42377e+08
"BM_JoinLinBin64/10485760/10485760/128/iterations:5",5,43.5305,43.5127,ms,,,,,,0,1.34218e+09,2.2825e+07,7141.8,2.81715e+06,1.64089e+08,1.09676e+08
"BM_JoinLinBin64/10485760/10485760/256/iterations:5",5,25.5951,25.5954,ms,,,,,,0,2.68435e+09,1.14806e+07,16976.2,1.94176e+06,9.65636e+07,5.51443e+07
"BM_JoinLinBin64/10485760/10485760/512/iterations:5",5,12.6197,12.6199,ms,,,,,,0,5.36871e+09,5.76617e+06,33736.8,792134,4.75558e+07,2.76885e+07
"BM_JoinLinBin64/10485760/10485760/1024/iterations:5",5,5.73321,5.73321,ms,,,,,,0,1.07374e+10,2.8929e+06,51454.2,305452,2.16168e+07,1.38884e+07
"BM_JoinLinBin64/10485760/10485760/2048/iterations:5",5,2.46457,2.46451,ms,,,,,,0,2.14748e+10,1.45204e+06,55665,109057,9.26607e+06,6.9694e+06
"BM_JoinLinBin64/52428800/52428800/1/iterations:5",5,418.471,418.432,ms,,,,,,0,5.24288e+07,8.38861e+08,28.4,1.30787e+07,1.5772e+09,6.23903e+09
"BM_JoinLinBin64/52428800/52428800/2/iterations:5",5,272.534,272.495,ms,,,,,,0,1.04858e+08,4.71859e+08,14.8,1.30078e+07,1.02751e+09,3.38166e+09
"BM_JoinLinBin64/52428800/52428800/4/iterations:5",5,166.935,166.924,ms,,,,,,0,2.09715e+08,2.88359e+08,30.6,1.29676e+07,6.29524e+08,1.95297e+09
"BM_JoinLinBin64/52428800/52428800/8/iterations:5",5,118.72,118.722,ms,,,,,,0,4.1943e+08,2.09715e+08,67.6,1.2946e+07,4.47776e+08,1.29106e+09
"BM_JoinLinBin64/52428800/52428800/16/iterations:5",5,94.3955,94.3951,ms,,,,,,0,8.38861e+08,1.70394e+08,84.4,1.29296e+07,3.55528e+08,9.60103e+08
"BM_JoinLinBin64/52428800/52428800/32/iterations:5",5,83.1325,83.106,ms,,,,,,0,1.67772e+09,1.50733e+08,100.8,1.29129e+07,3.13315e+08,7.94624e+08
"BM_JoinLinBin64/52428800/52428800/64/iterations:5",5,77.3105,77.312,ms,,,,,,0,3.35544e+09,1.40902e+08,127.6,1.29035e+07,2.91583e+08,7.11885e+08
"BM_JoinLinBin64/52428800/52428800/128/iterations:5",5,247.144,247.131,ms,,,,,,0,6.71089e+09,1.17924e+08,13597.8,1.57269e+07,9.31726e+08,5.65474e+08
"BM_JoinLinBin64/52428800/52428800/256/iterations:5",5,151.007,150.993,ms,,,,,,0,1.34218e+10,5.92816e+07,22226.2,1.18636e+07,5.69515e+08,2.84175e+08
"BM_JoinLinBin64/52428800/52428800/512/iterations:5",5,81.177,81.1784,ms,,,,,,0,2.68435e+10,2.97726e+07,45979,6.39089e+06,3.06071e+08,1.42681e+08
"BM_JoinLinBin64/52428800/52428800/1024/iterations:5",5,41.3464,41.3471,ms,,,,,,0,5.36871e+10,1.49451e+07,80708.6,2.91248e+06,1.56044e+08,7.16047e+07
"BM_JoinLinBin64/52428800/52428800/2048/iterations:5",5,19.8354,19.8358,ms,,,,,,0,1.07374e+11,7.49744e+06,115982,1.56663e+06,7.4878e+07,3.59144e+07
"BM_JoinLinBin128/1048576/1048576/1/iterations:5",5,8.74522,8.74527,ms,,,,,,0,1.04858e+06,1.67772e+07,17.6,4560.2,3.29748e+07,1.25829e+08
"BM_JoinLinBin128/1048576/1048576/2/iterations:5",5,5.30312,5.30322,ms,,,,,,0,2.09715e+06,9.43721e+06,11.8,220.2,1.99802e+07,6.81575e+07
"BM_JoinLinBin128/1048576/1048576/4/iterations:5",5,3.19299,3.193,ms,,,,,,0,4.19431e+06,5.76719e+06,11,200,1.20639e+07,3.93217e+07
"BM_JoinLinBin128/1048576/1048576/8/iterations:5",5,2.22393,2.22396,ms,,,,,,0,8.38861e+06,4.19433e+06,15.8,193.8,8.39567e+06,2.59524e+07
"BM_JoinLinBin128/1048576/1048576/16/iterations:5",5,1.74106,1.7411,ms,,,,,,0,1.67772e+07,3.40789e+06,14.6,233.4,6.5743e+06,1.92677e+07
"BM_JoinLinBin128/1048576/1048576/32/iterations:5",5,1.49828,1.49829,ms,,,,,,0,3.35544e+07,3.01468e+06,17,216,5.64524e+06,1.59253e+07
"BM_JoinLinBin128/1048576/1048576/64/iterations:5",5,1.37465,1.37466,ms,,,,,,0,6.71089e+07,2.81807e+06,21.6,226.2,5.18792e+06,1.42542e+07
"BM_JoinLinBin128/1048576/1048576/128/iterations:5",5,1.3374,1.33737,ms,,,,,,0,1.34218e+08,2.71977e+06,21.2,186,5.04662e+06,1.34186e+07
"BM_JoinLinBin128/1048576/1048576/256/iterations:5",5,1.12163,1.12162,ms,,,,,,0,2.68435e+08,1.74598e+06,6669.6,169,4.23007e+06,8.4058e+06
"BM_JoinLinBin128/1048576/1048576/512/iterations:5",5,0.671314,0.671284,ms,,,,,,0,5.36871e+08,876461,12142,43.4,2.53321e+06,4.21851e+06
"BM_JoinLinBin128/1048576/1048576/1024/iterations:5",5,0.393807,0.393765,ms,,,,,,0,1.07374e+09,439409,10771.6,25,1.48422e+06,2.11457e+06
"BM_JoinLinBin128/1048576/1048576/2048/iterations:5",5,0.220179,0.220132,ms,,,,,,0,2.14748e+09,220193,6466.4,2.8,828609,1.05949e+06
"BM_JoinLinBin128/10485760/10485760/1/iterations:5",5,87.4175,87.4173,ms,,,,,,0,1.04858e+07,1.67772e+08,19,2.41346e+06,3.29571e+08,1.25829e+09
"BM_JoinLinBin128/10485760/10485760/2/iterations:5",5,53.1573,53.1584,ms,,,,,,0,2.09715e+07,9.43719e+07,10.2,2.31604e+06,2.00582e+08,6.81575e+08
"BM_JoinLinBin128/10485760/10485760/4/iterations:5",5,32.518,32.5185,ms,,,,,,0,4.1943e+07,5.76717e+07,11.6,2.27064e+06,1.22748e+08,3.93216e+08
"BM_JoinLinBin128/10485760/10485760/8/iterations:5",5,23.1201,23.1174,ms,,,,,,0,8.38861e+07,4.19431e+07,27.4,2.24195e+06,8.72304e+07,2.59523e+08
"BM_JoinLinBin128/10485760/10485760/16/iterations:5",5,18.6065,18.6069,ms,,,,,,0,1.67772e+08,3.40788e+07,29.2,2.22617e+06,7.00517e+07,1.92676e+08
"BM_JoinLinBin128/10485760/10485760/32/iterations:5",5,16.4609,16.4611,ms,,,,,,0,3.35544e+08,3.01466e+07,40.2,2.2085e+06,6.21012e+07,1.59253e+08
"BM_JoinLinBin128/10485760/10485760/64/iterations:5",5,15.7112,15.7115,ms,,,,,,0,6.71089e+08,2.81805e+07,42,2.19978e+06,5.91731e+07,1.42541e+08
"BM_JoinLinBin128/10485760/10485760/128/iterations:5",5,16.0928,16.0932,ms,,,,,,0,1.34218e+09,2.71975e+07,69,2.18815e+06,6.07122e+07,1.34185e+08
"BM_JoinLinBin128/10485760/10485760/256/iterations:5",5,34.8092,34.8099,ms,,,,,,0,2.68435e+09,1.80132e+07,10434.4,2.42817e+06,1.31355e+08,8.65481e+07
"BM_JoinLinBin128/10485760/10485760/512/iterations:5",5,17.1687,17.1688,ms,,,,,,0,5.36871e+09,9.03733e+06,24811.4,1.07547e+06,6.47028e+07,4.34123e+07
"BM_JoinLinBin128/10485760/10485760/1024/iterations:5",5,8.20258,8.20263,ms,,,,,,0,1.07374e+10,4.53142e+06,38571.4,403545,3.09674e+07,2.17636e+07
"BM_JoinLinBin128/10485760/10485760/2048/iterations:5",5,2.93926,2.93903,ms,,,,,,0,2.14748e+10,2.27053e+06,43147,118221,1.10918e+07,1.09035e+07
"BM_JoinLinBin128/52428800/52428800/1/iterations:5",5,438.561,438.569,ms,,,,,,0,5.24288e+07,8.38861e+08,27.2,1.3087e+07,1.65486e+09,6.29146e+09
"BM_JoinLinBin128/52428800/52428800/2/iterations:5",5,265.452,265.417,ms,,,,,,0,1.04858e+08,4.71859e+08,23.2,1.30245e+07,1.00168e+09,3.40787e+09
"BM_JoinLinBin128/52428800/52428800/4/iterations:5",5,162.863,162.853,ms,,,,,,0,2.09715e+08,2.88359e+08,15.6,1.29881e+07,6.13945e+08,1.96608e+09
"BM_JoinLinBin128/52428800/52428800/8/iterations:5",5,116.357,116.343,ms,,,,,,0,4.1943e+08,2.09715e+08,68.4,1.29626e+07,4.38576e+08,1.29761e+09
"BM_JoinLinBin128/52428800/52428800/16/iterations:5",5,93.5278,93.5296,ms,,,,,,0,8.38861e+08,1.70394e+08,88.8,1.29486e+07,3.52845e+08,9.63379e+08
"BM_JoinLinBin128/52428800/52428800/32/iterations:5",5,82.4195,82.4192,ms,,,,,,0,1.67772e+09,1.50733e+08,111.2,1.29367e+07,3.10829e+08,7.96263e+08
"BM_JoinLinBin128/52428800/52428800/64/iterations:5",5,76.8608,76.8623,ms,,,,,,0,3.35544e+09,1.40902e+08,128.2,1.29249e+07,2.90055e+08,7.12704e+08
"BM_JoinLinBin128/52428800/52428800/128/iterations:5",5,89.7582,89.7599,ms,,,,,,0,6.71089e+09,1.35987e+08,269.8,1.29189e+07,3.36946e+08,6.70925e+08
"BM_JoinLinBin128/52428800/52428800/256/iterations:5",5,193.349,193.334,ms,,,,,,0,1.34218e+10,9.19861e+07,14095.2,1.37348e+07,7.28759e+08,4.4138e+08
"BM_JoinLinBin128/52428800/52428800/512/iterations:5",5,107.195,107.197,ms,,,,,,0,2.68435e+10,4.61195e+07,33070.2,8.15058e+06,4.04336e+08,2.21259e+08
"BM_JoinLinBin128/52428800/52428800/1024/iterations:5",5,53.956,53.9569,ms,,,,,,0,5.36871e+10,2.31258e+07,58029.2,4.665e+06,2.0355e+08,1.10927e+08
"BM_JoinLinBin128/52428800/52428800/2048/iterations:5",5,26.7575,26.7414,ms,,,,,,0,1.07374e+11,1.15931e+07,85417.8,2.31146e+06,1.00878e+08,5.55995e+07
"BM_JoinBin/1048576/1048576/1/iterations:5",5,44.3777,44.3767,ms,,,,,,0,1.04858e+06,9.01775e+07,411545,1393.4,1.6748e+08,4.49839e+08
"BM_JoinBin/1048576/1048576/2/iterations:5",5,23.6323,23.6327,ms,,,,,,0,2.09715e+06,4.61374e+07,194637,565.8,8.92623e+07,2.30163e+08
"BM_JoinBin/1048576/1048576/4/iterations:5",5,11.7784,11.7786,ms,,,,,,0,4.19431e+06,2.30687e+07,31902,695.6,4.45058e+07,1.15212e+08
"BM_JoinBin/1048576/1048576/8/iterations:5",5,6.51128,6.51139,ms,,,,,,0,8.38861e+06,1.16654e+07,21487.2,504.8,2.45856e+07,5.82616e+07
"BM_JoinBin/1048576/1048576/16/iterations:5",5,3.41879,3.41879,ms,,,,,,0,1.67772e+07,5.86551e+06,2110.4,495.2,1.29101e+07,2.9303e+07
"BM_JoinBin/1048576/1048576/32/iterations:5",5,2.20909,2.20909,ms,,,,,,0,3.35544e+07,2.95736e+06,2619.8,507,8.23132e+06,1.47786e+07
"BM_JoinBin/1048576/1048576/64/iterations:5",5,1.17258,1.17253,ms,,,,,,0,6.71089e+07,1.49305e+06,4403.2,241.2,4.4248e+06,7.46113e+06
"BM_JoinBin/1048576/1048576/128/iterations:5",5,0.658801,0.658793,ms,,,,,,0,1.34218e+08,755947,7834.2,84.2,2.48503e+06,3.77716e+06
"BM_JoinBin/1048576/1048576/256/iterations:5",5,0.454429,0.454425,ms,,,,,,0,2.68435e+08,381283,12516,105.2,1.71344e+06,1.90539e+06
"BM_JoinBin/1048576/1048576/512/iterations:5",5,0.315066,0.315063,ms,,,,,,0,5.36871e+08,192745,13504.6,13,1.18403e+06,963275
"BM_JoinBin/1048576/1048576/1024/iterations:5",5,0.202488,0.202469,ms,,,,,,0,1.07374e+09,97472.4,9506.2,6.2,761242,487097
