num_partitions,time_histogram,time_init,time_partition
32,79,226,238
64,79,225,236
128,78,225,242
256,76,227,268
512,78,226,302
1024,77,226,330
2048,76,226,391
4096,78,225,526
8192,84,226,696
16384,96,227,915
