num_partitions,time_histogram,time_init,time_partition
32,97,105,302
64,100,100,292
128,96,100,301
256,100,100,418
512,98,100,356
1024,91,103,440
2048,93,105,427
4096,84,103,600
8192,106,100,649
16384,112,101,686
